Time;U_t;V_t
4.58;-0.08645320224506582;-3.889395227882704
4.59;-0.12477347817903417;-3.7683528966104234
4.6000000000000005;-0.1616965740383893;-3.610216838572316
4.61;-0.196859880997449;-3.4167120134426794
4.62;-0.22991978549203976;-3.189909189032055
4.63;-0.26055502068015846;-2.9322029082042507
4.64;-0.28846978008782437;-2.646286306522642
4.65;-0.31339656563229085;-2.335123077445
4.66;-0.33509874294431874;-2.0019168399066327
4.67;-0.35337277672159506;-1.650078223934854
4.68;-0.36805012837619394;-1.2831900426173553
4.69;-0.3789987980271528;-0.9049708804558774
4.7;-0.3861244935078302;-0.5192374618880692
4.71;-0.3893714203376006;-0.12986620599550772
4.72;-0.3887226856481585;0.25924566509652003
4.73;-0.384200308820853;0.6442190762577161
4.74;-0.3758648507136716;1.0212316995478627
4.75;-0.3638146513591693;1.3865558544669518
4.76;-0.3481847014472813;1.736595294451171
4.7700000000000005;-0.3291451487103728;2.0679205442016855
4.78;-0.3068994612725923;2.377302430799812
4.79;-0.2816822654348601;2.661743487003792
4.8;-0.2537568819054544;2.9185069058766375
4.8100000000000005;-0.2234125861446448;3.1451428097997707
4.82;-0.19096161903599704;3.339511518251121
4.83;-0.15673597964422994;3.499803596377437
4.84;-0.1210840495609612;3.62455683577373
4.8500000000000005;-0.08436702616280188;3.7126690204665684
4.86;-0.0469552931784205;3.763407785021643
4.87;-0.009224682944645195;3.776416370038597
4.88;0.028447292405139567;3.75171568422357
4.89;0.06568521244382224;3.6897025764288243
4.9;0.10211948429101839;3.59114437360356
4.91;0.13739000399971235;3.457169758456889
4.92;0.1711497098704399;3.289256070065009
4.93;0.203067991076301;3.0892131800687626
4.94;0.2328339186441075;2.8591641186643058
4.95;0.2601592674923318;2.6015226539662732
4.96;0.2847812999048369;2.3189680618498762
4.97;0.30646528372454823;2.0144173490234554
4.98;0.32500672128926517;1.690995215551068
4.99;0.34023326810330573;1.3520020631065024
5.0;0.35200632187334924;1.0008804015517803
5.01;0.36022227176710486;0.6411799289624571
5.0200000000000005;0.3648133905545042;0.2765217229217755
5.03;0.36574836734142563;-0.0894381588307141
5.04;0.36303247413884265;-0.45304527313837933
5.05;0.3567073674397158;-0.8106832228682775
5.0600000000000005;0.3468505282667831;-1.1588095310073476
5.07;0.333574343393118;-1.4939908810722944
5.08;0.31702484931728253;-1.8129365203613854
5.09;0.29738014045364125;-2.1125308258982534
5.1000000000000005;0.27484846437841914;-2.3898636211103437
5.11;0.24966602446979405;-2.642258245189397
5.12;0.22209451570676425;-2.8672974798579425
5.13;0.19241840970765775;-3.0628464837071956
5.14;0.16094202991872772;-3.227073028084165
5.15;0.12798643662202142;-3.358464536838078
5.16;0.09388615818476717;-3.455841882949664
5.17;0.05898580283770888;-3.518369840342693
5.18;0.023636580466874856;-3.545564011830584
5.19;-0.011807224704093351;-3.537294281348067
5.2;-0.04699179968328368;-3.4937846807152133
5.21;-0.08156732889679646;-3.4156097523368483
5.22;-0.11519146645755733;-3.3036874220664654
5.23;-0.14753271998766732;-3.159268464122515
5.24;-0.1782737130908227;-2.9839227085900917
5.25;-0.20711429380636304;-2.77952211694325
5.26;-0.23377445848533965;-2.548220897393045
5.2700000000000005;-0.25799706377134324;-2.292432905535871
5.28;-0.27955029982465257;-2.0148065408699507
5.29;-0.29822990057216475;-1.7181973962304125
5.3;-0.31386106919057943;-1.4056389434569307
5.3100000000000005;-0.3263001047588575;-1.0803115818493436
5.32;-0.33543571257519067;-0.7455103786516054
5.33;-0.3411899818419535;-0.4046116813728572
5.34;-0.34351903155197105;-0.061039187491493896
5.3500000000000005;-0.34241331028513167;0.28177043367730814
5.36;-0.33789755614285916;0.6204018078379672
5.37;-0.3300304115879555;0.9514948940404253
5.38;-0.31890370418262576;1.2717782242704958
5.39;-0.30464139852952105;1.5781011687737154
5.4;-0.28739823149590105;1.8674648945569972
5.41;-0.2673580468324676;2.1370516553205654
5.42;-0.2447318450584502;2.3842521622963915
5.43;-0.21975557154096417;2.606690757202874
5.44;-0.19268766399022694;2.8022482040853545
5.45;-0.16380638591610286;2.9690817725166445
5.46;-0.13340697187475242;3.1056425079081125
5.47;-0.10179861630937807;3.2106895127213853
5.48;-0.06930133530865079;3.283301095880233
5.49;-0.03624273070362503;3.32288268011003
5.5;-0.0029546946058021813;3.329171416580267
5.51;0.030229918736135657;3.3022375104451887
5.5200000000000005;0.0629806145964312;3.2424821584459047
5.53;0.0949725447591812;3.1506322507470887
5.54;0.12588972385747002;3.027731809144869
5.55;0.15542814509082276;2.875130315462069
5.5600000000000005;0.18329876382280813;2.6944680352120645
5.57;0.2092303201001749;2.4876584999143705
5.58;0.23297197261335725;2.2568683351631766
5.59;0.2542957186183168;2.0044946448006464
5.6000000000000005;0.27299857616598366;1.7331401884757334
5.61;0.2889045083558146;1.4455866062804232
